"final_id","review_id","extension","source_top_folder","relative_path","classification","risk_tier","bytes","blocked_reason","owner_decision","owner_notes","final_action","final_writer_mode","final_safe_copy_allowed","final_writer_ready","source_file_copied","keyboard_output_generated","usb_write","hardware_load","deploy","payment"
"V1713-F0060","V1712-R0060",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM45.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2798354","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0061","V1712-R0061",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM46.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2014208","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0062","V1712-R0062",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM47.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2376024","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0063","V1712-R0063",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM48.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2499607","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0064","V1712-R0064",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM49.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2222014","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0065","V1712-R0065",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM50.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2718071","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0066","V1712-R0066",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM51.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2661361","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0067","V1712-R0067",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM52.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2520392","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0068","V1712-R0068",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM53.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","3180334","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0069","V1712-R0069",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM54.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2146314","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0070","V1712-R0070",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM55.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2243332","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0071","V1712-R0071",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM56.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2131284","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0072","V1712-R0072",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM57.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","3810854","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0073","V1712-R0073",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM58.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2158382","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0074","V1712-R0074",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM59.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2029138","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0075","V1712-R0075",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM60.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2967115","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0076","V1712-R0076",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM61.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2104894","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0077","V1712-R0077",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM62.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2926341","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0078","V1712-R0078",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM63.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2164118","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0079","V1712-R0079",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM64.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2000496","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0080","V1712-R0080",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM65.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2099301","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0081","V1712-R0081",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM66.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2401302","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0082","V1712-R0082",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM67.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2156897","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0083","V1712-R0083",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM68.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1782222","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0084","V1712-R0084",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM69.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1864001","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0085","V1712-R0085",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM70.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2403658","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0086","V1712-R0086",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM71.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1988276","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0087","V1712-R0087",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM72.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","3120497","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0088","V1712-R0088",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM73.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1656312","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0089","V1712-R0089",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM74.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2290068","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0090","V1712-R0090",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM75.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2364428","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0091","V1712-R0091",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM76.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1882532","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0092","V1712-R0092",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM77.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2258324","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0093","V1712-R0093",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM78.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1643401","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0094","V1712-R0094",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM79.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1953674","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0095","V1712-R0095",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM80.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1821451","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0096","V1712-R0096",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM81.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2898977","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0097","V1712-R0097",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM82.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1649618","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0098","V1712-R0098",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM83.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2059079","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0099","V1712-R0099",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM84.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2140754","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0100","V1712-R0100",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM85.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2075814","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0101","V1712-R0101",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM86.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2596803","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0102","V1712-R0102",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM87.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","3024325","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0103","V1712-R0103",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM88.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1829250","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0104","V1712-R0104",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM89.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1956771","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0105","V1712-R0105",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM90.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","3058875","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0106","V1712-R0106",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM91.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2328815","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0107","V1712-R0107",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM92.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2197581","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0108","V1712-R0108",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM93.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2100209","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0109","V1712-R0109",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM94.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2631154","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0110","V1712-R0110",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM95.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","4251732","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0111","V1712-R0111",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM96.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","3700130","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0112","V1712-R0112",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM97.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","3866196","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0113","V1712-R0113",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM98.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2860792","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0114","V1712-R0114",".pcm","NEWNAME.SET","NEWNAME.SET\PCM\RAM99.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2008717","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0115","V1712-R0115",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK01.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","29244","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0116","V1712-R0116",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK02.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","25481","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0117","V1712-R0117",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK03.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","24810","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0118","V1712-R0118",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK04.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","24709","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
